STUDIENR,KURSKODE,KURSTXT,BEDOMMELSE,SKALA,ECTS,UDPROVNING,CENSUR,SEMESTER,SEMESTER_START,SEMESTER_END,DURATION_DAYS,ATTEMPT
STNR003418,2502,BILLEDANALYSE,7,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR003418,62530,NETVAERKSSIKKERHED,12,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR003418,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,10,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR003418,62588,OPERATIVSYSTEMER,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR003418,PRA62-30,INGENIORPRAKTIK,BE,bestået/ikke bestået,30,Praktik,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR003418,62437,VIDEREGAENDE MOBILAPPLIKATIONSUDVIKLING MED PROJEKT,10,7-trinsskala,10,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR003418,62999,INNOVATION PILOT,7,7-trinsskala,10,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR003424,2101,INDLEDENDE PROGRAMMERING,7,7-trinsskala,5,Mundtlig,intern censur,Fall 2017,2017-08-01,2017-10-31,91,1
STNR003424,2161,SOFTWARE ENGINEERING 1,7,7-trinsskala,5,Skriftlig,intern censur,Spring 2018,2018-02-01,2018-05-03,91,1
STNR003424,2121,INTRODUKTION TIL SOFTWARETEKNOLOGI,10,7-trinsskala,10,Skriftlig,intern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR003424,2315,VERSIONSSTYRING OG TESTMETODER,12,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR003424,2324,VIDEREGAENDE PROGRAMMERING,12,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR003424,2326,ALGORITMER OG DATASTRUKTURER,2,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR003424,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,7,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR003424,62577,DATAKOMMUNIKATION,12,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR003424,2322,MASKINNAER PROGRAMMERING,0,7-trinsskala,5,Skriftlig,intern censur,"Spring 2020, Spring 2020",2020-02-01,2020-08-01,182,2
STNR003424,1904,DISKRET MATEMATIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR003424,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR003424,62588,OPERATIVSYSTEMER,12,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR003424,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,2,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR003424,62410,CDIO-PROJEKT,7,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR003424,62501,LINUX SERVER OG NETVAERK,10,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR003424,62597,"BACKENDUDVIKLING, DRIFT OG DISTRIBUEREDE SYSTEMER",10,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR003424,2332,COMPILERTEKNIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR003424,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,10,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR003550,2323,INTRODUKTION TIL STATISTIK,2,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2018,2018-02-01,2018-05-03,91,1
STNR003550,1904,DISKRET MATEMATIK,10,7-trinsskala,5,Skriftlig,intern censur,"Fall 2018, Spring 2018",2018-02-01,2018-08-02,182,2
STNR003550,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,7,7-trinsskala,5,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR003550,2322,MASKINNAER PROGRAMMERING,4,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR003550,2324,VIDEREGAENDE PROGRAMMERING,7,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR003550,2326,ALGORITMER OG DATASTRUKTURER,7,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR003550,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,10,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR003550,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR003550,2315,VERSIONSSTYRING OG TESTMETODER,4,7-trinsskala,5,Mundtlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR004987,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR004987,2315,VERSIONSSTYRING OG TESTMETODER,10,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR004987,2324,VIDEREGAENDE PROGRAMMERING,10,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR004987,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,4,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR004987,62409,C PROGRAMMERING FOR JAVA PROGRAMMORER,2,7-trinsskala,5,Mundtlig,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR004987,62577,DATAKOMMUNIKATION,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR004987,2312,INDLEDENDE PROGRAMMERING,2,7-trinsskala,10,Mundtlig,ekstern censur,"Fall 2019, Spring 2019",2019-02-01,2019-08-02,182,2
STNR004987,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,4,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR004987,1904,DISKRET MATEMATIK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR004987,2323,INTRODUKTION TIL STATISTIK,4,7-trinsskala,5,Skriftlig,ekstern censur,"Fall 2019, Spring 2020",2019-08-01,2020-01-30,182,2
STNR004987,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Fall 2019, Spring 2020",2019-08-01,2020-01-30,182,2
STNR004987,2326,ALGORITMER OG DATASTRUKTURER,EM,7-trinsskala,5,Skriftlig,ekstern censur,"Spring 2019, Spring 2020, Spring 2021, Spring 2021",2019-02-01,2020-01-31,364,4
STNR004987,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,2,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR004987,62410,CDIO-PROJEKT,10,7-trinsskala,10,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR004987,62999,INNOVATION PILOT,7,7-trinsskala,10,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR004987,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,S,7-trinsskala,5,Mundtlig,intern censur,"Fall 2020, Spring 2020, Spring 2021",2020-02-01,2020-10-31,273,3
STNR004987,62588,OPERATIVSYSTEMER,EM,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR004987,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,EM,7-trinsskala,10,Skriftlig,ekstern censur,"Fall 2020, Fall 2021",2020-08-01,2021-01-30,182,2
STNR004987,2332,COMPILERTEKNIK,S,7-trinsskala,5,Skriftlig,intern censur,"Fall 2020, Fall 2021, Spring 2021",2020-08-01,2021-05-01,273,3
STNR004987,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,S,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR004987,42415,TEKNISK OKONOMI,S,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR004987,62530,NETVAERKSSIKKERHED,S,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR004987,2561,COMPUTERGRAFIK,S,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR004987,42611,INGENIORFAGETS VIDENSKABSTEORI (AUGUST),BE,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR004987,62437,VIDEREGAENDE MOBILAPPLIKATIONSUDVIKLING MED PROJEKT,S,7-trinsskala,10,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR005075,62577,DATAKOMMUNIKATION,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2017,2017-02-01,2017-05-03,91,1
STNR005075,2323,INTRODUKTION TIL STATISTIK,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2017,2017-08-01,2017-10-31,91,1
STNR005075,2368,OBJEKTORIENTERET ANALYSE OG DESIGN,10,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2017,2017-08-01,2017-10-31,91,1
STNR005075,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,EM,7-trinsskala,5,Skriftlig,intern censur,Spring 2018,2018-02-01,2018-05-03,91,1
STNR005075,2347,PARALLELLE SYSTEMER,IG,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2018,2018-02-01,2018-05-03,91,1
STNR005075,42101,INTRODUKTION TIL OPERATIONSANALYSE,IG,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2018,2018-02-01,2018-05-03,91,1
STNR005075,62596,DISTRIBUEREDE SYSTEMER,EM,7-trinsskala,5,Skriftlig,intern censur,Spring 2018,2018-02-01,2018-05-03,91,1
STNR005075,2332,COMPILERTEKNIK,IB,7-trinsskala,5,Skriftlig,intern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR005075,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,4,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR005075,62588,OPERATIVSYSTEMER,EM,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR005082,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,4,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR005082,2315,VERSIONSSTYRING OG TESTMETODER,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR005082,62409,C PROGRAMMERING FOR JAVA PROGRAMMORER,4,7-trinsskala,5,Mundtlig,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR005082,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,4,7-trinsskala,5,Afløsningsopgave,intern censur,"Fall 2019, Spring 2019",2019-02-01,2019-08-02,182,2
STNR005082,62577,DATAKOMMUNIKATION,EM,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Spring 2019, Spring 2020",2019-02-01,2019-08-02,182,2
STNR005082,2369,SOFTWARE PROCESSER OG MONSTRE,IB,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005082,2312,INDLEDENDE PROGRAMMERING,EM,7-trinsskala,10,Mundtlig,ekstern censur,"Fall 2019, Fall 2020, Spring 2019",2019-02-01,2019-11-01,273,3
STNR005082,2323,INTRODUKTION TIL STATISTIK,0,7-trinsskala,5,Skriftlig,ekstern censur,"Fall 2019, Spring 2020",2019-08-01,2020-01-30,182,2
STNR005082,62410,CDIO-PROJEKT,12,7-trinsskala,10,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005082,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,0,7-trinsskala,5,Skriftlig,intern censur,"Fall 2020, Spring 2020",2020-02-01,2020-08-01,182,2
STNR005082,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,EM,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005082,42101,INTRODUKTION TIL OPERATIONSANALYSE,0,7-trinsskala,5,Skriftlig,ekstern censur,"Spring 2021, Spring 2021",2021-02-01,2021-08-02,182,2
STNR005083,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,2,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005083,2315,VERSIONSSTYRING OG TESTMETODER,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005083,2322,MASKINNAER PROGRAMMERING,4,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005083,2324,VIDEREGAENDE PROGRAMMERING,10,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005083,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,4,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005083,42430,PROJEKTLEDELSE,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005083,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Afløsningsopgave,intern censur,"Fall 2020, Spring 2020",2020-02-01,2020-08-01,182,2
STNR005083,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Mundtlig,ekstern censur,"Fall 2020, Spring 2020",2020-02-01,2020-08-01,182,2
STNR005083,2326,ALGORITMER OG DATASTRUKTURER,7,7-trinsskala,5,Skriftlig,ekstern censur,"Spring 2020, Spring 2021",2020-02-01,2020-08-01,182,2
STNR005083,62577,DATAKOMMUNIKATION,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Spring 2020, Spring 2021",2020-02-01,2020-08-01,182,2
STNR005083,1904,DISKRET MATEMATIK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005083,2323,INTRODUKTION TIL STATISTIK,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005083,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Fall 2020, Spring 2021",2020-08-01,2021-01-30,182,2
STNR005083,2502,BILLEDANALYSE,10,7-trinsskala,5,Afløsningsopgave,intern censur,"Fall 2020, Spring 2021",2020-08-01,2021-01-30,182,2
STNR005083,42101,INTRODUKTION TIL OPERATIONSANALYSE,4,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR005083,62410,CDIO-PROJEKT,7,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR005083,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR005083,2332,COMPILERTEKNIK,-3,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR005083,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR005119,2323,INTRODUKTION TIL STATISTIK,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005119,62588,OPERATIVSYSTEMER,12,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005119,2326,ALGORITMER OG DATASTRUKTURER,4,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR005119,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,4,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR005119,42101,INTRODUKTION TIL OPERATIONSANALYSE,7,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR005119,62410,CDIO-PROJEKT,12,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR005119,1904,DISKRET MATEMATIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR005520,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,10,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005520,2315,VERSIONSSTYRING OG TESTMETODER,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005520,2322,MASKINNAER PROGRAMMERING,EM,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005520,2324,VIDEREGAENDE PROGRAMMERING,12,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005520,2326,ALGORITMER OG DATASTRUKTURER,IG,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005520,1904,DISKRET MATEMATIK,EM,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005520,2323,INTRODUKTION TIL STATISTIK,IG,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005520,2369,SOFTWARE PROCESSER OG MONSTRE,IB,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005520,62588,OPERATIVSYSTEMER,EM,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005520,2332,COMPILERTEKNIK,EM,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR005520,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,EM,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR005776,31001,ELEKTRISKE KREDSLOB 1,IG,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR005776,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005776,2315,VERSIONSSTYRING OG TESTMETODER,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005776,2322,MASKINNAER PROGRAMMERING,7,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005776,2324,VIDEREGAENDE PROGRAMMERING,7,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005776,2326,ALGORITMER OG DATASTRUKTURER,7,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005776,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,7,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005776,62577,DATAKOMMUNIKATION,10,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005776,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,10,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005776,1904,DISKRET MATEMATIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005776,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005776,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005776,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR005776,2180,INTRODUKTION TIL KUNSTIG INTELLIGENS,4,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR005776,62410,CDIO-PROJEKT,10,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR005776,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,10,7-trinsskala,5,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR005776,2332,COMPILERTEKNIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR005776,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR005829,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,2,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR005829,2315,VERSIONSSTYRING OG TESTMETODER,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR005829,2324,VIDEREGAENDE PROGRAMMERING,7,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR005829,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,4,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR005829,62409,C PROGRAMMERING FOR JAVA PROGRAMMORER,2,7-trinsskala,5,Mundtlig,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR005829,62577,DATAKOMMUNIKATION,0,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR005829,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,10,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005829,1904,DISKRET MATEMATIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005829,2312,INDLEDENDE PROGRAMMERING,4,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005829,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005829,2323,INTRODUKTION TIL STATISTIK,0,7-trinsskala,5,Skriftlig,ekstern censur,"Fall 2019, Spring 2020",2019-08-01,2020-01-30,182,2
STNR005829,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,2,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005829,2326,ALGORITMER OG DATASTRUKTURER,EM,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005829,62410,CDIO-PROJEKT,10,7-trinsskala,10,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005829,62417,MOBIL APPLIKATIONSUDVIKLING MED SWIFT,4,7-trinsskala,5,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005829,62999,INNOVATION PILOT,10,7-trinsskala,10,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR005829,2332,COMPILERTEKNIK,EM,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005829,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,EM,7-trinsskala,5,Mundtlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005829,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,10,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005829,62618,OKONOMI,4,bestået/ikke bestået,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR005829,62437,VIDEREGAENDE MOBILAPPLIKATIONSUDVIKLING MED PROJEKT,4,7-trinsskala,10,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR005830,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,10,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR005830,2315,VERSIONSSTYRING OG TESTMETODER,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR005830,2324,VIDEREGAENDE PROGRAMMERING,10,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR005830,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,4,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR005830,62409,C PROGRAMMERING FOR JAVA PROGRAMMORER,2,7-trinsskala,5,Mundtlig,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR005830,62577,DATAKOMMUNIKATION,10,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR005830,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,10,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005830,1904,DISKRET MATEMATIK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR005830,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
